id,mass,radius,theta,theta_dot,x,y,vx,vy
1,1.0000000000,0.1000000000,3.1315564238,0.4114031488,-1.9998992749,0.0100360613,-0.0082577344,-0.4113824295
2,1.0000000000,0.1000000000,5.6606359583,-0.6308870830,1.6247891043,-0.5831081303,-0.7357507748,-0.5125292292
3,1.0000000000,0.1000000000,1.4162604102,0.6243465021,0.3078431258,0.9880830696,-1.2338124166,0.0961003894
4,1.0000000000,0.1000000000,2.3271735612,-0.1907297318,-1.3725820381,0.7273270497,0.2774457862,0.1308961020
5,1.0000000000,0.1000000000,2.8704119805,-1.5159201897,-1.9269106041,0.2678691489,0.8121365019,1.4605213442
6,1.0000000000,0.1000000000,4.2511408552,0.5831647756,-0.8901322931,-0.8954976969,1.0444454269,-0.2595468995
7,1.0000000000,0.1000000000,2.6214965784,-0.2733741589,-1.7355428756,0.4969635115,0.2717139639,0.2372262869
8,1.0000000000,0.1000000000,5.4919216919,0.2368518259,1.4058942814,-0.7112420948,0.3369179777,0.1664943138
9,1.0000000000,0.1000000000,4.8803128785,0.7215236974,0.3342716231,-0.9859338824,1.4227493204,0.1205924487
10,1.0000000000,0.1000000000,0.5339865825,0.1376662857,1.7215697385,0.5089689665,-0.1401357343,0.1185010558
